"C" "E" "G" "N" "V" "W"
28.8933640953995 33.1213725070519 37.9293425061458 33.5105936594824 27.5140454541462 39.5567979405257
48.9011885225121 40.4479892330668 52.7742924211066 50.7150562482369 44.6024923351958 45.2895287475001
50.3302408198311 43.5194284286602 60.8444117668306 53.9786154128448 46.3192292356427 42.265453781351
38.640959195353 52.6103418650305 26.5430229737065 50.4615507130137 39.8152045308361 50.5352544114647
35.7883533345673 37.8030604063377 54.2912468881105 38.6142258582195 38.050268166165 44.7960476735392
42.9126242796928 34.4981116753611 55.0605589215757 51.9225052594073 43.3334918957792 33.9000323376466
52.4759044015973 57.7505720603156 44.2526003986535 60.5614195087243 52.7590094673454 47.2399159655482
48.581433672334 67.5811370795083 44.5336814421581 48.4345782490697 52.6818093888449 39.0500645819923
75.9819180943566 64.1799802929312 44.3554800090672 66.8672561801235 69.8318676445099 74.3019822045301
30.4438805667753 37.3085572750688 41.099621709559 42.4567388884965 30.1662937361498 31.5427879444926
36.7181931120224 37.3224106587202 45.2280730024645 46.3038502482417 35.8486488957727 36.1501913171451
57.3136970343842 57.7392439079388 40.016135551403 58.022761868306 52.3605948966962 56.968423438224
43.4455055828789 48.6820536301954 42.2374610536201 36.0430254816388 53.8933897232644 53.2972329490974
50.3089771798512 52.2115440241828 50.6445881727627 64.5620243669386 57.4185165045863 53.0373574588531
61.7502253933792 52.1379725525518 59.5949405897077 44.4285344223031 61.7615420681883 57.0305269801998
36.9378733592598 60.9298900189446 48.8971450560923 57.6091814367489 53.719314421098 52.8066531601534
56.7647114606425 45.5502899077421 44.8899049419336 50.7218998265842 42.722580892061 53.0947287950077
56.3574348098015 71.2382184010956 40.8880458337019 42.7792131946738 51.8445305106832 51.9613561844127
58.6057185587155 44.9636720082192 41.6282831973106 51.52626143804 42.9428077207887 56.0494227511394
68.4772175881145 63.8958858610853 74.1583517848934 55.3811636604978 71.1091298483738 61.3554800781393
66.409550612009 56.6758895742324 51.3408822015203 61.3809682891755 59.5456814271823 60.3999500650339
54.5781623752489 45.6259677986457 45.0931410330906 60.4229512080344 46.9845280068056 52.2350331478993
40.7910283863046 43.5677452874551 45.5945212764677 45.1832016790275 39.9644179047879 37.6341388043383
54.7022295283698 46.9191886778911 54.5958944100585 56.5711573950666 55.0088951877884 52.5413829062065
30.4139447715759 52.222319551397 43.0627975306252 40.1234219177711 48.5309969718516 38.7203528191136
59.9763771430252 42.3153325536002 35.5179508961353 63.6927471938244 44.1055870338967 56.6051280909593
54.2195784742311 44.0978458200095 55.7475572090073 55.6168239837885 53.1821612698225 56.2979370604494
42.3241797276254 36.4627179042683 39.7634427703612 45.999445320428 31.0542770461539 32.4585594980281
49.0288386546163 43.9653986264512 49.8486169963582 63.7233055657892 34.6767616365892 39.4103218993391
52.2616528917981 67.2693458193923 40.6405139883161 35.0665683717736 50.2137233668042 61.6405516179268
62.2864898788947 53.0412427297609 61.0229754620026 38.9980321278666 54.7446789392587 66.1290247946524
57.4531908290144 70.7836135532566 45.2440692113094 33.2242848985719 62.887313788778 56.7288290401434
55.1146762097714 43.9167389226684 42.9055996248749 53.7001674416614 29.119585664855 40.7379845210265
44.2945358926131 61.0986346980557 44.9874193940524 47.5990736099506 44.2040750092791 44.4180332983946
58.6310558032642 62.8009333038576 33.709065309213 50.8933729781017 50.3063930911389 55.958054567812
54.8014705698505 62.3150487666026 38.3238073790581 46.9988346089894 53.1034535819789 50.2885353075672
37.7394667401361 29.0825028352045 28.1996035105133 45.4688676077581 27.6357352081693 40.6538947035749
38.2939764191227 45.2427624830666 36.5900680789997 55.0668144424514 30.6615093279314 24.6913409287512
